i,t,K,L,M,R,L_lag,K_lag,M_lag
47,1,256.2248707915796,350.9929736870953,6603.693133018782,15021.385272438669,NA,NA,NA
48,1,3.653094836141401e-7,5.004239501563563e-7,1.4069863652344017e-7,4.007055527909258e-7,NA,NA,NA
49,1,0.003173724939367336,0.004347568410092241,5.501328557526231e-5,1.3900684601851694e-4,NA,NA,NA
50,1,1.4381929491699491e-5,1.9701273276300674e-5,8.397177903665348e-6,2.2309671597004378e-5,NA,NA,NA
51,1,0.0016722292696064141,0.0022907250268581016,4.206369479324091e-4,8.827175049761621e-4,NA,NA,NA
52,1,1.4905376864495203e-4,2.0418324471911239e-4,0.0028198000683496757,0.00706310275446434,NA,NA,NA
53,1,8.758672575196089,11.998181609857657,1.1255973286232184,3.190515216407173,NA,NA,NA
54,1,13068621.552219708,17902221.30441056,1150822.6435377186,2166029.59710384,NA,NA,NA
55,1,3.4386421993183336,4.710468766189498,3.9307956267889512,7.651503827989877,NA,NA,NA
56,1,20.052659252049885,27.469396235684776,1.8660473096019634,4.116284028585576,NA,NA,NA
57,1,2.2689581038045823e-4,3.1081617860336745e-4,5.89395580294084e-4,0.0016935173876957135,NA,NA,NA
58,1,3.6390569433557967,4.985009511446297,1.9164617823475503,4.250635741811881,NA,NA,NA
59,1,7.944420147684121,10.882767325594687,13.630561473468198,26.215556370553692,NA,NA,NA
60,1,0.0020356425717659122,0.0027885514681724828,8.324836360710835e-4,0.0020503978565813968,NA,NA,NA
61,1,7.943116561176622e-8,1.0880981590652907e-7,3.8489459798324225e-7,9.346953506712959e-7,NA,NA,NA
62,1,0.4310577556057786,0.5904900761722994,0.04893932822218402,0.08950761001993394,NA,NA,NA
63,1,1.223738605524646e-9,1.6763542541433508e-9,1.9766490416306e-8,4.4967296605439824e-8,NA,NA,NA
64,1,6.860127557680236e-4,9.397435010520872e-4,4.324616851026606e-4,8.972637697874195e-4,NA,NA,NA
65,1,8.043092814060495e-7,1.1017935361726705e-6,1.853669990993008e-7,3.6601580730929967e-7,NA,NA,NA
66,1,902.3379471028502,1236.0793795929455,1500.9343635433831,3242.153614694092,NA,NA,NA
67,1,0.34398392708060843,0.47121085901453214,18.531808719662532,47.29058493598911,NA,NA,NA
68,1,0.0015240806965891474,0.002087781776149517,0.0013455809250619494,0.0027042937508992846,NA,NA,NA
69,1,0.025017664400401683,0.03427077315123518,0.010237027183487292,0.022014260131201877,NA,NA,NA
70,1,508876621156.22046,697091261857.8363,347987047384.47943,958300396112.475,NA,NA,NA
71,1,39.62988131213623,54.28750864676196,42.644963831806365,105.93951543175247,NA,NA,NA
72,1,0.004684595178112576,0.006417253668647364,0.0010437133128673962,0.0026677505049588156,NA,NA,NA
73,1,8.159917254554115e-6,1.1177968841854951e-5,2.1674800319485227e-5,3.5950604010789525e-5,NA,NA,NA
74,1,5.5423365060108046e-5,7.592241789055897e-5,2.2888189084771456e-4,4.8254300951791314e-4,NA,NA,NA
75,1,0.02980079898744622,0.040823012311570164,0.015835806762615177,0.03641077316694889,NA,NA,NA
76,1,6.202718663690541e-5,8.496874881767864e-5,1.1889457090152103e-5,3.448910616438713e-5,NA,NA,NA
77,1,0.13586489142070762,0.1861162896174077,0.5591751806940626,1.527236903092701,NA,NA,NA
78,1,12583.086394732582,17237.104650318604,3816.1181539368445,9701.131779543117,NA,NA,NA
79,1,0.0013342709356955176,0.001827768405062353,0.004434234251492618,0.010168170605680479,NA,NA,NA
80,1,1.0977750055772042,1.5038013775030195,0.07934459427650865,0.22968865324457385,NA,NA,NA
81,1,0.6461361519252983,0.885118016336025,0.23054314531094697,0.5905023661636337,NA,NA,NA
82,1,0.020333667896416364,0.02785433958413201,0.0030780060260276,0.005664843017641099,NA,NA,NA
83,1,191958.86420046363,262957.3482198132,662562.8286425468,1342907.6872203338,NA,NA,NA
84,1,0.002732879034535129,0.0037436699103220944,4.017657300582626e-4,0.0010501881434374137,NA,NA,NA
85,1,0.0052917629281999225,0.007248990312602634,0.015748426859295474,0.0423804621604384,NA,NA,NA
86,1,1.0186726489355443e-6,1.3954419848432114e-6,5.67778157202644e-7,1.4577358423132788e-6,NA,NA,NA
87,1,12.141846280824275,16.632666138115447,6.566028925846836,19.57286677515413,NA,NA,NA
88,1,98.39151084455258,134.78289156788026,59.2212075289164,138.80093849392313,NA,NA,NA
89,1,0.001945847361132356,0.002665544330318296,0.004723225381418123,0.010081598824674368,NA,NA,NA
90,1,0.4936150777152965,0.6761850379661596,0.026380147947129097,0.04954036658291222,NA,NA,NA
91,1,1.9002096494097742,2.6030269169996907,0.416984488009258,1.034600335088559,NA,NA,NA
92,1,3.376600665715162e-7,4.625480363993373e-7,2.424398101977981e-8,5.666868536518987e-8,NA,NA,NA
93,1,1.295768050014808e-7,1.7750247260476823e-7,5.646443020066087e-7,1.0391506516325023e-6,NA,NA,NA
94,1,0.003826885445825471,0.005242308829897906,0.001909869256247418,0.004094299631649932,NA,NA,NA
95,1,8.586809856435101,11.76275322799329,16.267163079186975,29.08647541112041,NA,NA,NA
96,1,2.498036621688182e-5,3.421967974915318e-5,7.380226981151336e-7,1.9930734000764253e-6,NA,NA,NA
97,1,0.008443996453564813,0.01156711842954084,0.006597367461589842,0.01642279190691079,NA,NA,NA
98,1,2.16356208499356,2.9637836780733697,22.236732921632864,58.62956940120343,NA,NA,NA
99,1,1356.2915420675054,1857.9336192705555,4772.565684642306,13344.224196923024,NA,NA,NA
100,1,0.023859967961181536,0.0326848876180569,0.003900328473784441,0.009238864240141198,NA,NA,NA
101,1,0.013577063691357503,0.018598717385421237,0.10212645889877403,0.20875026119853876,NA,NA,NA
102,1,0.007176577593784584,0.009830928210663814,0.029323538634277002,0.06693312828215896,NA,NA,NA
103,1,33.509141954941136,45.90293418485087,8.281618302449782,18.70320088280188,NA,NA,NA
104,1,0.028346843363257445,0.038831292278434855,0.22544427513185522,0.54083560233456,NA,NA,NA
105,1,0.0027290448271803905,0.003738417571479987,0.005169674452655675,0.011727634860891033,NA,NA,NA
106,1,3.4890391164337774e-6,4.77950563895038e-6,2.8052983076176504e-6,8.355219627298702e-6,NA,NA,NA
107,1,0.021960243616626154,0.03008252550222761,0.07314757097104851,0.18596640032459028,NA,NA,NA
108,1,1345.0083269251563,1842.477160171447,123.76129033454843,278.05103336173636,NA,NA,NA
109,1,1192940.4158212726,1634164.9531798256,1042734.488186869,1967672.6418469667,NA,NA,NA
110,1,1.875599455217115e-6,2.569314322215226e-6,6.506885774847015e-8,1.6978550608010885e-7,NA,NA,NA
111,1,2.3402998482466414e-4,3.205890203077591e-4,2.227025357147724e-4,4.240701556981561e-4,NA,NA,NA
112,1,0.20492026059580506,0.28071268574767816,0.2572991181947423,0.5066072072680078,NA,NA,NA
113,1,0.006030056929075835,0.008260351957638131,0.009056217997250798,0.017551872371843243,NA,NA,NA
114,1,1.3380349925416573e-4,1.8329246473173388e-4,0.0012548912287457077,0.0037138562654276588,NA,NA,NA
115,1,136.22570075878147,186.61054898463215,2200.041220865403,5790.242954020205,NA,NA,NA
116,1,3.3035042829166443e-4,4.525348332762527e-4,2.8252122963041926e-5,5.569769770006972e-5,NA,NA,NA
117,1,548.8610654323717,751.8644731950296,534.9737353867816,1017.8559298745469,NA,NA,NA
118,1,8.157079959328158e-5,1.117408213606597e-4,7.228082627772645e-6,1.657026486949745e-5,NA,NA,NA
119,1,0.12635523246803582,0.17308935954525456,0.03565224600480399,0.09838603315231785,NA,NA,NA
120,1,5.3917966341108004e-6,7.386022786453152e-6,8.066901527281293e-6,2.1440444395598108e-5,NA,NA,NA
121,1,178.19342110149816,244.10057685136735,266.7177102475466,431.3446636773486,NA,NA,NA
122,1,1.555114725048391,2.1302941439019056,0.671905176997931,1.6337007928794822,NA,NA,NA
123,1,4.1122340392595356e-8,5.6331973140541585e-8,4.666275825432012e-8,1.1300769338584438e-7,NA,NA,NA
124,1,0.4067753785878764,0.5572265460107896,0.06386347370485677,0.1499648825222295,NA,NA,NA
125,1,4.542240590220896e-4,6.222247383864242e-4,2.885036406890703e-4,5.131544460898483e-4,NA,NA,NA
126,1,2.474900113286605,3.3902741277898696,13.332751119683932,25.513617474717414,NA,NA,NA
127,1,0.0038809514936063772,0.005316371909049832,0.004415872319086339,0.009235755748575094,NA,NA,NA
128,1,94.6624553702227,129.67459639756535,39.04357137315164,115.96243391234279,NA,NA,NA
129,1,3.5268260049787614e-5,4.831268499970906e-5,6.349315654018332e-5,1.2719568915474383e-4,NA,NA,NA
130,1,0.20823881783866613,0.28525865457351524,0.6193817284977746,1.0601055160108868,NA,NA,NA
131,1,2661367.6356512234,3645709.089933183,1567748.0240676247,3294778.6668191366,NA,NA,NA
132,1,0.08236755700048505,0.11283226986367816,0.06545904613050392,0.17387816156248362,NA,NA,NA
133,1,1.6115693249036125,2.2076292121967294,0.4082364633138474,0.9017281334355286,NA,NA,NA
134,1,1.074110271629914,1.4713839337396082,2.5476742194017494,4.804625009535741,NA,NA,NA
135,1,1.0373028600508521e-4,1.4209628219874688e-4,1.0763942727677171e-4,2.8550803911701867e-4,NA,NA,NA
136,1,66433.55573316546,91004.87086734995,693818.3699262975,1568957.7345783638,NA,NA,NA
137,1,0.006537252477308528,0.008955140379874696,0.007409250153741542,0.015151432272050474,NA,NA,NA
138,1,0.06073044024865544,0.08319238390226773,0.025767399540069146,0.0575958193909596,NA,NA,NA
139,1,2.459418252674294e-7,3.369066099553828e-7,2.2964373168546118e-6,5.7472640528580525e-6,NA,NA,NA
140,1,6.027702428733065,8.257126614702829,1.4589552489962365,3.465545550898465,NA,NA,NA
141,1,1.9605555900221433e-11,2.685692589071429e-11,7.00560893622808e-12,1.7156379741126518e-11,NA,NA,NA
142,1,6345757.963342957,8692819.127867065,202637538.28164184,361858034.2374449,NA,NA,NA
143,1,0.1782218989290656,0.24413958757406246,0.19588823899705377,0.4733419385416553,NA,NA,NA
144,1,0.0013326005791156818,0.0018254802453639477,0.05508650148771956,0.12945736513621778,NA,NA,NA
145,1,40.90915697085863,56.03994105597073,10.901737523255816,29.5917779897445,NA,NA,NA
146,1,0.0851644245682215,0.11666359529893357,0.0814252653222355,0.22055673118944688,NA,NA,NA
147,1,85.5435467624913,117.18294077053604,23.480021266543048,54.376712537450764,NA,NA,NA
148,1,1.5894254308317857,2.1772951107284735,7.0784796443741556,16.903837047621163,NA,NA,NA
149,1,9.947067674970803e-9,1.362612010269973e-8,6.362967958210276e-9,1.6777118326296758e-8,NA,NA,NA
150,1,0.002963878111839621,0.004060107002520029,0.0018661827791305989,0.0031657009965950717,NA,NA,NA
151,1,0.18573479449597408,0.2544312253369508,0.6129405523177885,1.761185695342181,NA,NA,NA
152,1,0.017599297580389694,0.02410862682245164,0.01711256683806214,0.028087398458188882,NA,NA,NA
153,1,4.432874605630506e-8,6.072430966617131e-8,2.388107011734633e-7,5.65149497671495e-7,NA,NA,NA
154,1,2.0516711831573018e-11,2.810508470078496e-11,2.2314456758612954e-12,4.770842747311006e-12,NA,NA,NA
155,1,2.2206893440787273e-4,3.04204019736812e-4,0.002356543035653199,0.006112952517568445,NA,NA,NA
156,1,2778.5668896945394,3806.256013280191,1769.5421839587232,3764.9169316374578,NA,NA,NA
157,1,0.002900612433419852,0.003973441689616236,0.08880923027272628,0.22657230626742247,NA,NA,NA
158,1,3.4196165363757514,4.684406214213358,136.3446886928359,268.9646427355489,NA,NA,NA
159,1,0.0023578379558070895,0.003229915007954917,8.034835144636214e-4,0.001958336028647609,NA,NA,NA
160,1,15292.973180355673,20949.278329254346,12791.412208136397,35425.541976128894,NA,NA,NA
161,1,1.3688149941421244,1.8750890330714032,3.3117263395271896,7.830270187654396,NA,NA,NA
162,1,14.112347932588971,19.33198346929996,7.77612966010848,20.776209425418013,NA,NA,NA
163,1,620.5650207633674,850.0890695388595,106.26202674220431,272.4715654992015,NA,NA,NA
164,1,3.6006580219319354e-7,4.932408249221829e-7,6.234315076358226e-8,1.5103798176260135e-7,NA,NA,NA
165,1,6.378207789740824e-5,8.737270944850445e-5,2.136107674741836e-5,5.4373792538728976e-5,NA,NA,NA
166,1,58.632844568333766,80.31896516210105,20.803228558747684,60.545671059679556,NA,NA,NA
167,1,1.3118096213480312e-5,1.7969994812986728e-5,1.3043858948752526e-5,2.798032498516738e-5,NA,NA,NA
168,1,10.180674879099254,13.94612997136884,99.4792903167605,235.89846387282964,NA,NA,NA
169,1,129.54538649373285,177.4594335530587,268.5323215309367,665.8146976368777,NA,NA,NA
170,1,3529.752029099539,4835.276752191149,503.50946848147424,1189.2771960856865,NA,NA,NA
171,1,0.6219473251618008,0.8519826372079464,0.17371452901655982,0.49418631880959685,NA,NA,NA
172,1,0.004953690779340683,0.006785877779918744,0.008943762535040482,0.015870408811656817,NA,NA,NA
173,1,28035.971020031684,38405.43975346806,16065.088778483316,33289.36892126342,NA,NA,NA
174,1,0.0010479147687836323,0.0014354996832652497,6.713779012341405e-5,1.3582171667993496e-4,NA,NA,NA
175,1,6.421949500312036e-4,8.797191096317857e-4,0.04251859117788723,0.08068854394107004,NA,NA,NA
176,1,0.5909469322858321,0.8095163455970302,0.14446674123101974,0.34926432865875395,NA,NA,NA
177,1,0.19527361808793384,0.2674981069697724,0.055278273570919655,0.1403413963156223,NA,NA,NA
178,1,2.245853381824811e-4,3.076511481951796e-4,0.0014230074462191229,0.004205818868538668,NA,NA,NA
179,1,0.025667993913893097,0.035161635498483695,0.0045241896493549115,0.013032747629377112,NA,NA,NA
180,1,2.07038851873623e-5,2.8361486558030548e-5,2.9596882754261924e-6,6.174684380894791e-6,NA,NA,NA
181,1,11115.933764122183,15227.30652619477,6694.913718650251,12973.350038213262,NA,NA,NA
182,1,3.278428527603298e-4,4.490997983018217e-4,1.2347552324723453e-4,2.7052695037918083e-4,NA,NA,NA
183,1,0.0073544799458647074,0.010074630062828367,8.393825652011414e-4,0.0021594808153905616,NA,NA,NA
184,1,8.012188874973096e-4,0.0010975601198593282,0.0017052627065572141,0.003579156659240435,NA,NA,NA
185,1,0.017384314379202136,0.02381412928657827,3.5669041179066765e-4,8.568240831432851e-4,NA,NA,NA
186,1,5.675737820461897,7.774983315701229,0.38982339717715825,0.9929306961975674,NA,NA,NA
187,1,0.003437045534543892,0.004708281554169715,0.005004034125710151,0.012134729043960433,NA,NA,NA
188,1,1.1046084759493113e-4,1.5131622958209745e-4,1.7239534118362418e-4,6.251717652900361e-4,NA,NA,NA
189,1,6671.280565320267,9138.740500438722,21665.217818814854,52177.72608627049,NA,NA,NA
190,1,611.703861819767,837.9504956435164,101.61514753469667,159.54642170737344,NA,NA,NA
191,1,0.0017272223795059955,0.002366058054117802,0.0017511120534318399,0.003867914750479957,NA,NA,NA
192,1,0.0910075804260038,0.12466791839178604,0.11380544775918067,0.2531668142687213,NA,NA,NA
193,1,0.008394815451254851,0.011499747193499797,0.038492531821309225,0.07766199899784532,NA,NA,NA
194,1,1.7358848644558085e-5,2.3779244718572718e-5,2.0157370197055187e-5,4.8944678322684695e-5,NA,NA,NA
195,1,1.2051707680894412e-5,1.650918860396495e-5,2.0661205949741556e-6,5.2978946908718905e-6,NA,NA,NA
196,1,0.02287338755938715,0.031333407615598836,0.08165453240620645,0.22014287433815136,NA,NA,NA
197,1,2.6947276586075343e-5,3.69140775151717e-5,1.415280605834567e-4,2.609315856315271e-4,NA,NA,NA
198,1,3571.449738121521,4892.39690153633,2846.621564840955,6640.53739205619,NA,NA,NA
199,1,3.58316215998806e-5,4.908441315052137e-5,2.429675897464797e-5,4.5142386066952545e-5,NA,NA,NA
200,1,0.0035966609389090454,0.004926932793026089,6.476095192703597e-4,0.0017923113418402763,NA,NA,NA
201,1,60.346053806577586,82.66582713229806,40.79162883665733,85.95431583450669,NA,NA,NA
202,1,1.9542448779314107e-7,2.677047777988234e-7,1.8004937061139115e-7,4.1518700297153936e-7,NA,NA,NA
203,1,4.396508618374174e-4,6.022614545718047e-4,8.257872266658358e-4,0.0022353461917820577,NA,NA,NA
204,1,520.4129598359041,712.8944655286358,270.7184225594161,703.1226894972,NA,NA,NA
205,1,44.37617588360594,60.7892820323369,53.54776197806628,87.32701749112827,NA,NA,NA
206,1,0.2760053342201111,0.37808949893165905,0.00850040028615673,0.015724914527366424,NA,NA,NA
207,1,0.0029878829892244145,0.004092990396197828,0.006312952683035219,0.01673749436220916,NA,NA,NA
208,1,7682.765149645758,10524.335821432545,158.3628393070129,400.98254601372463,NA,NA,NA
209,1,1.0491083321462195e-6,1.4371347015701637e-6,2.910688660110587e-7,8.41347536692938e-7,NA,NA,NA
210,1,2.5127103187399193e-6,3.4420689297807114e-6,1.0152279775926475e-5,2.4158825382831613e-5,NA,NA,NA
211,1,3.4035190543100987e-4,4.6623548689179436e-4,5.310768963817993e-5,1.5190059241879493e-4,NA,NA,NA
212,1,9.254117436902971e-4,0.0012676873201236947,7.735917334210699e-5,1.6335670515106728e-4,NA,NA,NA
213,1,5461.384867909289,7481.349134122313,5798.2600044386745,12418.267255906036,NA,NA,NA
214,1,0.012264601009001813,0.016800823300002484,4.4427157571709226e-4,7.577964405101268e-4,NA,NA,NA
215,1,0.0010651425092235345,0.001459099327703472,6.135282589534304e-4,0.0013775565944326733,NA,NA,NA
216,1,1.6482508969226266,2.2578779409898995,0.5711756259299611,1.3000900181731425,NA,NA,NA
217,1,0.008151704409624953,0.01116671836934925,0.044784465080622726,0.09786932518155649,NA,NA,NA
218,1,6402.686543685101,8770.803484500138,7230.078823295787,15693.498542697576,NA,NA,NA
219,1,101.97714918679905,139.69472491342336,224.5602422560697,419.90767029688107,NA,NA,NA
220,1,2.0890562346919468e-4,2.861720869441023e-4,0.0023261179493478472,0.005233633042230661,NA,NA,NA
221,1,0.16843935784247618,0.23073884635955644,0.010776345690527971,0.02419086084358377,NA,NA,NA
222,1,0.007545581755324998,0.010336413363458901,0.004467544625561178,0.012608533405581237,NA,NA,NA
223,1,4.470158274786343e-4,6.123504486008689e-4,9.24551402447013e-5,2.911568175499501e-4,NA,NA,NA
224,1,0.004546511207468609,0.0062280975444775465,0.0020123388343641995,0.005548474197213257,NA,NA,NA
225,1,0.020841362149366507,0.028549811163515765,0.006067388014664267,0.010131576943240406,NA,NA,NA
226,1,0.4130570455254299,0.5658315692129177,0.1617454521989991,0.39885260866665373,NA,NA,NA
227,1,3.9485247938619074e-4,5.408938073783435e-4,6.162410627661482e-5,1.3479108762261732e-4,NA,NA,NA
228,1,3.8483554480892677e-7,5.271719791903106e-7,5.298394527274824e-7,1.192877649058144e-6,NA,NA,NA
229,1,0.26918416262027156,0.36874542824694734,2.878093795518341,7.094464692553534,NA,NA,NA
230,1,1.6826612430590085e-7,2.3050154014506965e-7,8.76917239261627e-9,2.406972405779353e-8,NA,NA,NA
231,1,0.0071439576660885865,0.009786243378203543,0.008634403833363278,0.01888377258180847,NA,NA,NA
232,1,12.453720519765069,17.059891122965848,2.285956749610649,4.57249795589749,NA,NA,NA
233,1,29.581364492841832,40.522417113481964,956.3345509287561,2337.5759638781637,NA,NA,NA
234,1,0.0018633688527589375,0.002552560072272517,7.468128014559781e-5,2.213646632069778e-4,NA,NA,NA
235,1,3.4501868725674073e-6,4.72628338707864e-6,4.77171346832908e-6,1.069035035352579e-5,NA,NA,NA
236,1,0.00201547219429273,0.00276092081409963,0.00927228190721742,0.020771440517303362,NA,NA,NA
237,1,1.163236444595256e-5,1.5934745816373368e-5,2.465759856786065e-5,7.250983611734269e-5,NA,NA,NA
238,1,4406.695417735309,6036.569065390834,849.6824019276719,2485.5626584987913,NA,NA,NA
239,1,1.5011371249335992e-6,2.0563522259364374e-6,5.682957537219241e-7,1.2989219059066636e-6,NA,NA,NA
240,1,23306037.827791523,31926079.216152772,86917454.50989482,251439737.12329572,NA,NA,NA
241,1,1.5561149711853424e-4,2.1316643440895102e-4,2.0375736431739653e-4,5.615360713175951e-4,NA,NA,NA
242,1,0.788630543583308,1.0803158131278192,0.06323409811290318,0.10664215166556443,NA,NA,NA
243,1,7.09412732746266e-9,9.717982640359809e-9,6.645921186294602e-9,1.6865442996534412e-8,NA,NA,NA
244,1,0.25163841802374753,0.3447101616763665,0.18296717304138055,0.39968330245253714,NA,NA,NA
245,1,3.071589932464294,4.20765744173191,0.19057508396550044,0.4153781404351534,NA,NA,NA
246,1,2.1177945867022985e-5,2.9010884749346555e-5,5.711684519346151e-6,1.205264217249443e-5,NA,NA,NA
247,1,3841.2327380674947,5261.962654886979,4384.509892247435,9283.390956006926,NA,NA,NA
248,1,9.132218172225365e-5,1.2509887907158034e-4,4.426950839573401e-6,1.0238641564245193e-5,NA,NA,NA
249,1,0.7059899471888046,0.9671095166969926,0.6074326492070841,1.5777159384292567,NA,NA,NA
250,1,0.14719851131167014,0.20164179631735635,5.654759785257185,16.83522549658781,NA,NA,NA
251,1,8.649198080397035e-6,1.184821654848909e-5,1.2185643840665651e-5,2.5822477278431923e-5,NA,NA,NA
252,1,77.41069092384024,106.04204236142498,795.2395031116814,1731.2024794317297,NA,NA,NA
253,1,0.5656581284075378,0.7748741485034765,0.005361356230040421,0.012757742458545586,NA,NA,NA
254,1,2.1308896792048726e-5,2.919026957814894e-5,2.329472564217181e-4,5.745865517115739e-4,NA,NA,NA
255,1,0.003823676837539641,0.0052379134760817,0.0010399752760132295,0.0034428082909661716,NA,NA,NA
256,1,5.578465704733964,7.6417338421013215,308.02270198078014,561.1899246943251,NA,NA,NA
257,1,0.1848701110645718,0.2532467274857148,0.13936466954958057,0.29332724171222146,NA,NA,NA
258,1,43.70607595175755,59.87133692021582,19.611138831582352,45.82992020482903,NA,NA,NA
259,1,33.025411586306554,45.24028984425556,68.71780336580649,197.35353671914197,NA,NA,NA
260,1,54209.223453440056,74259.21021019186,8119.736739607876,23118.471836541026,NA,NA,NA
261,1,2.7126349052384184e-10,3.7159382263539977e-10,1.1991495473175838e-9,3.827333803194064e-9,NA,NA,NA
262,1,0.03203317635010713,0.043881063493297436,0.8264831317119443,1.8151723799192672,NA,NA,NA
263,1,0.09707284680965493,0.13297650247897935,0.5627435693886834,1.268203950129482,NA,NA,NA
264,1,4.501983249848266,6.167100342257899,1.0375216993903258,2.77117440182735,NA,NA,NA
265,1,1.1207160765503734e-6,1.5352275021237991e-6,5.459787174462681e-7,9.604550431860758e-7,NA,NA,NA
266,1,9.54697803898018,13.07805210819203,103.60118773912386,223.2827905858882,NA,NA,NA
267,1,1.7925550252187634e-4,2.455554829066799e-4,5.861706228701839e-4,0.0014631087655707301,NA,NA,NA
268,1,3.494391789973858,4.78683806845734,1.551308586090678,3.4552425079501328,NA,NA,NA
269,1,1.974225591890546,2.704418619028145,0.1883063358402499,0.38395288266280825,NA,NA,NA
270,1,1.6313983790637959e-6,2.2347923000873916e-6,7.912033745281653e-6,2.0430820809447475e-5,NA,NA,NA
271,1,1814684.075208986,2485868.596176693,379169.7421239054,905735.3955363072,NA,NA,NA
272,1,9.383672589765944e-4,0.0012854346013378005,5.296342416992843e-5,1.1473999287972238e-4,NA,NA,NA
